Unnamed: 0,Company Name, Location,Datum,Detail,Status Rocket, Rocket,Status Mission
3600,MHI,"Satish Dhawan Space Centre, India",1961-05-11 15:39,Vega,StatusActive,182.2,Success
3601,JAXA,"Plesetsk Cosmodrome, Russia",1976-07-15 18:19,PSLV,StatusActive,,Failure
3602,RVSN USSR,"Guiana Space Centre, French Guiana",1977-10-21 14:34,Proton-M,StatusRetired,493.5,Prelaunch Failure
3603,Arianespace,"Kennedy Space Center, FL, USA",1996-03-20 05:29,Falcon 9,StatusActive,270.9,Success
3604,Arianespace,"Vandenberg AFB, CA, USA",2014-05-05 07:30,Long March 3B,StatusRetired,,Success
3605,SpaceX,"Vandenberg AFB, CA, USA",1987-07-24 15:46,PSLV,StatusRetired,53.6,Success
3606,Boeing,"Kennedy Space Center, FL, USA",2002-09-12 12:57,Atlas V,StatusRetired,132.0,Success
3607,MHI,"Tanegashima Space Center, Japan",1992-02-04 19:14,Atlas V,StatusActive,,Success
3608,Arianespace,"Guiana Space Centre, French Guiana",1967-04-15 17:12,Vega,StatusRetired,324.7,Failure
3609,Roscosmos,"Jiuquan, China",2008-12-09 23:39,Delta II,StatusRetired,30.4,Success
3610,JAXA,"Guiana Space Centre, French Guiana",1971-07-07 13:27,Long March 3B,StatusActive,199.4,Success
3611,RVSN USSR,"Plesetsk Cosmodrome, Russia",1975-01-10 10:05,Long March 3B,StatusRetired,34.0,Failure
3612,Roscosmos,"Vandenberg AFB, CA, USA",1963-02-28 23:24,Starship,StatusRetired,,Success
3613,Rocket Lab,"Baikonur Cosmodrome, Kazakhstan",2007-09-23 00:24,PSLV,StatusRetired,,Failure
3614,CASC,"Vandenberg AFB, CA, USA",1984-10-13 01:31,Vulcan,StatusRetired,35.1,Failure
3615,CASC,"Tanegashima Space Center, Japan",2007-07-08 12:32,Ariane 5,StatusRetired,907.3,Success
3616,Roscosmos,"Jiuquan, China",1999-12-12 23:23,New Glenn,StatusRetired,,Success
3617,CASC,"Guiana Space Centre, French Guiana",2014-10-22 03:23,Proton-M,StatusActive,78.5,Success
3618,SpaceX,"Cape Canaveral, FL, USA",1961-07-24 22:28,Ariane 5,StatusActive,,Failure
3619,Boeing,"Vandenberg AFB, CA, USA",1961-06-19 01:20,Delta II,StatusRetired,18.5,Partial Failure
3620,JAXA,"Plesetsk Cosmodrome, Russia",1986-03-26 19:15,H-IIA,StatusActive,325.5,Success
3621,JAXA,"Kennedy Space Center, FL, USA",2010-10-26 02:48,Starship,StatusRetired,73.6,Success
3622,CASC,"Plesetsk Cosmodrome, Russia",1988-03-01 04:57,H-IIA,StatusRetired,53.5,Success
3623,Roscosmos,"Cape Canaveral, FL, USA",1964-02-16 07:43,Soyuz,StatusRetired,,Success
3624,CASC,"Kennedy Space Center, FL, USA",2020-11-22 22:43,Electron,StatusRetired,,Success
3625,SpaceX,"Wenchang, China",1966-06-17 00:32,PSLV,StatusRetired,232.2,Failure
3626,Roscosmos,"Kennedy Space Center, FL, USA",1994-04-25 14:16,Vega,StatusActive,,Success
3627,SpaceX,"Plesetsk Cosmodrome, Russia",2003-05-18 01:16,Antares,StatusActive,157.2,Success
3628,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1988-03-11 19:57,Antares,StatusRetired,140.3,Success
3629,JAXA,"Wenchang, China",2004-06-18 08:43,Antares,StatusRetired,168.8,Success
3630,SpaceX,"Plesetsk Cosmodrome, Russia",1984-11-07 03:12,New Glenn,StatusRetired,,Success
3631,MHI,"Plesetsk Cosmodrome, Russia",1973-12-18 03:06,Delta II,StatusActive,,Failure
3632,ULA,"Satish Dhawan Space Centre, India",1987-03-26 13:58,Proton-M,StatusActive,59.5,Success
3633,Virgin Orbit,"Jiuquan, China",1964-08-08 08:22,Long March 3B,StatusRetired,,Success
3634,SpaceX,"Guiana Space Centre, French Guiana",2020-09-06 00:32,Atlas V,StatusRetired,173.9,Success
3635,Roscosmos,"Jiuquan, China",1996-04-07 19:03,Delta II,StatusActive,150.1,Success
3636,CASC,"Cape Canaveral, FL, USA",1981-09-23 00:53,Proton-M,StatusRetired,949.2,Success
3637,ESA,"Plesetsk Cosmodrome, Russia",1965-12-22 09:33,Delta II,StatusRetired,,Failure
3638,CASC,"Cape Canaveral, FL, USA",1958-07-10 20:23,Ariane 5,StatusRetired,610.6,Success
3639,Arianespace,"Vandenberg AFB, CA, USA",1971-03-11 14:34,New Glenn,StatusRetired,150.2,Success
3640,ESA,"Tanegashima Space Center, Japan",2006-07-25 22:08,Antares,StatusActive,69.7,Success
3641,CASC,"Cape Canaveral, FL, USA",1959-01-13 16:20,Soyuz,StatusRetired,87.0,Failure
3642,SpaceX,"Guiana Space Centre, French Guiana",2005-03-09 12:02,Antares,StatusActive,90.2,Success
3643,CASC,"Cape Canaveral, FL, USA",1992-06-07 03:03,Starship,StatusActive,665.2,Success
3644,Northrop,"Satish Dhawan Space Centre, India",2018-04-09 10:27,Starship,StatusRetired,,Success
3645,Arianespace,"Wenchang, China",1960-07-13 06:25,Proton-M,StatusActive,294.8,Success
3646,CASC,"Vandenberg AFB, CA, USA",1970-03-26 10:23,Ariane 5,StatusRetired,,Success
3647,SpaceX,"Satish Dhawan Space Centre, India",1997-01-03 10:09,Antares,StatusActive,165.9,Success
3648,Roscosmos,"Plesetsk Cosmodrome, Russia",1997-09-03 04:12,PSLV,StatusRetired,368.4,Success
3649,JAXA,"Satish Dhawan Space Centre, India",1981-06-01 11:41,Vulcan,StatusActive,,Success
3650,CASC,"Baikonur Cosmodrome, Kazakhstan",2014-08-21 06:18,Electron,StatusRetired,38.9,Failure
3651,CASC,"Plesetsk Cosmodrome, Russia",2011-03-20 18:18,Atlas V,StatusRetired,333.1,Success
3652,SpaceX,"Tanegashima Space Center, Japan",2018-08-02 11:51,New Glenn,StatusRetired,,Failure
3653,Arianespace,"Satish Dhawan Space Centre, India",2019-02-25 21:46,Vega,StatusRetired,213.9,Success
3654,SpaceX,"Wenchang, China",2006-12-03 04:55,Antares,StatusActive,,Failure
3655,ULA,"Tanegashima Space Center, Japan",1966-04-15 13:11,Soyuz,StatusActive,682.5,Partial Failure
3656,Roscosmos,"Cape Canaveral, FL, USA",1977-03-24 20:10,Proton-M,StatusRetired,,Success
3657,MHI,"Satish Dhawan Space Centre, India",1992-10-06 04:47,Proton-M,StatusRetired,82.4,Success
3658,SpaceX,"Vandenberg AFB, CA, USA",1968-01-13 17:43,Falcon 9,StatusActive,,Success
3659,Roscosmos,"Jiuquan, China",1983-07-21 04:47,Electron,StatusActive,,Success
3660,Roscosmos,"Cape Canaveral, FL, USA",1996-11-01 11:22,New Glenn,StatusRetired,305.4,Success
3661,ULA,"Kennedy Space Center, FL, USA",1958-10-20 01:37,Vulcan,StatusRetired,160.9,Partial Failure
3662,RVSN USSR,"Baikonur Cosmodrome, Kazakhstan",2010-02-19 22:52,Ariane 5,StatusRetired,,Success
3663,Arianespace,"Vandenberg AFB, CA, USA",1969-04-01 03:29,Long March 3B,StatusActive,385.7,Success
3664,SpaceX,"Vandenberg AFB, CA, USA",2009-09-28 12:41,PSLV,StatusActive,,Success
3665,Northrop,"Tanegashima Space Center, Japan",1988-06-21 16:13,PSLV,StatusActive,83.4,Success
3666,CASC,"Jiuquan, China",1987-08-22 23:46,Proton-M,StatusRetired,1855.8,Success
3667,SpaceX,"Wenchang, China",1972-02-02 07:54,Antares,StatusRetired,216.7,Success
3668,Arianespace,"Tanegashima Space Center, Japan",1988-07-15 23:17,PSLV,StatusRetired,,Partial Failure
3669,CASC,"Jiuquan, China",1988-06-14 02:24,Antares,StatusRetired,95.2,Success
3670,Roscosmos,"Satish Dhawan Space Centre, India",2016-09-19 16:31,Soyuz,StatusActive,120.3,Success
3671,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1990-07-11 23:23,Electron,StatusActive,,Success
3672,CASC,"Cape Canaveral, FL, USA",1967-01-15 06:12,Vega,StatusRetired,,Partial Failure
3673,ULA,"Vandenberg AFB, CA, USA",1966-08-06 15:04,H-IIA,StatusActive,,Success
3674,ULA,"Wenchang, China",1971-11-20 03:25,Vega,StatusActive,,Failure
3675,Rocket Lab,"Tanegashima Space Center, Japan",1973-10-09 09:44,Vega,StatusRetired,,Prelaunch Failure
3676,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1996-03-05 09:45,Vega,StatusRetired,,Success
3677,MHI,"Cape Canaveral, FL, USA",1974-02-20 21:11,Vulcan,StatusRetired,2.8,Failure
3678,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",2011-12-02 00:52,Falcon 9,StatusActive,,Success
3679,ISRO,"Vandenberg AFB, CA, USA",1965-03-06 19:19,Long March 3B,StatusRetired,,Failure
3680,CASC,"Satish Dhawan Space Centre, India",1981-11-26 06:40,H-IIA,StatusRetired,,Partial Failure
3681,ULA,"Wenchang, China",1996-06-18 07:58,Electron,StatusRetired,1457.1,Success
3682,RVSN USSR,"Jiuquan, China",2015-03-28 12:13,H-IIA,StatusRetired,,Failure
3683,RVSN USSR,"Kennedy Space Center, FL, USA",1970-10-23 11:39,New Glenn,StatusRetired,240.8,Failure
3684,Arianespace,"Wenchang, China",2016-05-19 20:21,Vega,StatusActive,527.3,Success
3685,Arianespace,"Jiuquan, China",2014-06-09 17:47,H-IIA,StatusRetired,194.1,Success
3686,ULA,"Tanegashima Space Center, Japan",1981-08-27 10:15,Electron,StatusRetired,,Success
3687,RVSN USSR,"Satish Dhawan Space Centre, India",2006-07-21 13:34,Starship,StatusActive,84.1,Success
3688,CASC,"Jiuquan, China",1978-11-24 20:33,Antares,StatusActive,,Success
3689,Northrop,"Satish Dhawan Space Centre, India",2008-08-27 02:03,Electron,StatusRetired,92.2,Success
3690,Boeing,"Baikonur Cosmodrome, Kazakhstan",1986-03-06 21:04,Proton-M,StatusActive,164.5,Partial Failure
3691,JAXA,"Wenchang, China",1976-04-14 09:51,Soyuz,StatusRetired,144.6,Success
3692,Roscosmos,"Wenchang, China",1977-06-28 01:11,Long March 3B,StatusRetired,57.1,Failure
3693,CASC,"Vandenberg AFB, CA, USA",2000-11-26 04:36,PSLV,StatusActive,429.9,Success
3694,Rocket Lab,"Wenchang, China",1988-07-24 22:32,Soyuz,StatusRetired,,Failure
3695,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",2007-09-13 03:58,Vulcan,StatusActive,,Success
3696,Boeing,"Vandenberg AFB, CA, USA",2002-01-11 20:23,Proton-M,StatusRetired,347.5,Success
3697,CASC,"Satish Dhawan Space Centre, India",2005-08-12 11:30,Falcon 9,StatusRetired,188.3,Partial Failure
3698,Northrop,"Plesetsk Cosmodrome, Russia",2012-08-19 11:47,Long March 3B,StatusRetired,783.6,Failure
3699,Arianespace,"Jiuquan, China",1977-06-19 23:48,Vulcan,StatusRetired,222.6,Failure
3700,Arianespace,"Cape Canaveral, FL, USA",1991-04-21 20:09,New Glenn,StatusRetired,589.2,Partial Failure
3701,Boeing,"Satish Dhawan Space Centre, India",2014-03-27 16:48,Falcon 9,StatusRetired,10.3,Success
3702,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1988-11-26 17:01,Delta II,StatusRetired,379.2,Failure
3703,Northrop,"Satish Dhawan Space Centre, India",1986-03-19 03:50,Atlas V,StatusRetired,266.6,Success
3704,Arianespace,"Cape Canaveral, FL, USA",2011-06-24 10:16,Falcon 9,StatusRetired,253.4,Success
3705,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1995-08-26 11:01,Ariane 5,StatusActive,275.1,Prelaunch Failure
3706,ULA,"Wenchang, China",2005-07-13 05:08,New Glenn,StatusRetired,91.7,Success
3707,Roscosmos,"Satish Dhawan Space Centre, India",1968-11-28 04:19,Atlas V,StatusRetired,317.0,Success
3708,Arianespace,"Jiuquan, China",1997-01-14 20:08,New Glenn,StatusActive,,Success
3709,Boeing,"Tanegashima Space Center, Japan",2003-11-24 22:07,Electron,StatusRetired,,Success
3710,ISRO,"Wenchang, China",1974-06-18 19:26,Vega,StatusActive,487.8,Success
3711,Arianespace,"Wenchang, China",1977-07-12 07:53,New Glenn,StatusRetired,130.5,Failure
3712,CASC,"Plesetsk Cosmodrome, Russia",1969-12-04 20:27,Electron,StatusActive,76.7,Prelaunch Failure
3713,Northrop,"Tanegashima Space Center, Japan",2018-07-10 22:05,Vega,StatusRetired,44.2,Success
3714,Northrop,"Guiana Space Centre, French Guiana",1977-09-17 02:04,Soyuz,StatusRetired,217.0,Failure
3715,Boeing,"Tanegashima Space Center, Japan",2018-11-04 08:06,Vulcan,StatusRetired,722.4,Success
3716,Northrop,"Plesetsk Cosmodrome, Russia",1964-11-12 03:38,Proton-M,StatusActive,100.6,Success
3717,CASC,"Kennedy Space Center, FL, USA",2002-10-13 04:10,Antares,StatusActive,,Success
3718,CASC,"Cape Canaveral, FL, USA",1996-05-27 14:33,Starship,StatusActive,146.9,Partial Failure
3719,Arianespace,"Plesetsk Cosmodrome, Russia",2002-01-04 12:53,H-IIA,StatusRetired,,Success
3720,SpaceX,"Kennedy Space Center, FL, USA",1963-02-10 15:06,Atlas V,StatusActive,124.0,Success
3721,Northrop,"Vandenberg AFB, CA, USA",1979-04-25 07:05,PSLV,StatusRetired,,Success
3722,SpaceX,"Wenchang, China",2000-05-03 23:38,Long March 3B,StatusRetired,53.9,Partial Failure
3723,MHI,"Guiana Space Centre, French Guiana",1988-09-15 17:29,Vulcan,StatusRetired,96.5,Success
3724,ISRO,"Plesetsk Cosmodrome, Russia",1967-11-02 21:24,Delta II,StatusActive,107.9,Failure
3725,ESA,"Jiuquan, China",2020-01-25 21:19,Electron,StatusRetired,406.1,Failure
3726,RVSN USSR,"Guiana Space Centre, French Guiana",1978-03-25 06:02,New Glenn,StatusActive,,Failure
3727,CASC,"Vandenberg AFB, CA, USA",1978-05-17 04:00,Starship,StatusRetired,36.4,Partial Failure
3728,ESA,"Baikonur Cosmodrome, Kazakhstan",1999-03-06 14:25,New Glenn,StatusRetired,496.0,Partial Failure
3729,SpaceX,"Jiuquan, China",1981-04-26 02:39,Proton-M,StatusActive,,Success
3730,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1978-03-08 08:46,Proton-M,StatusActive,196.5,Failure
3731,ISRO,"Jiuquan, China",1984-04-03 09:33,Delta II,StatusRetired,355.5,Success
3732,SpaceX,"Guiana Space Centre, French Guiana",1985-01-27 19:04,PSLV,StatusRetired,145.2,Prelaunch Failure
3733,Virgin Orbit,"Jiuquan, China",1969-12-25 18:12,Starship,StatusRetired,86.8,Success
3734,Northrop,"Guiana Space Centre, French Guiana",1974-08-18 10:00,Falcon 9,StatusActive,209.9,Failure
3735,JAXA,"Cape Canaveral, FL, USA",1958-04-22 21:14,Vulcan,StatusRetired,276.7,Failure
3736,Arianespace,"Baikonur Cosmodrome, Kazakhstan",1985-07-01 17:47,PSLV,StatusRetired,217.3,Success
3737,Northrop,"Satish Dhawan Space Centre, India",1977-02-16 08:00,Vulcan,StatusRetired,334.0,Success
3738,SpaceX,"Vandenberg AFB, CA, USA",1971-02-07 10:08,PSLV,StatusRetired,164.1,Failure
3739,ESA,"Jiuquan, China",2008-06-03 22:42,Atlas V,StatusRetired,54.8,Success
3740,SpaceX,"Guiana Space Centre, French Guiana",1983-02-23 12:57,Vulcan,StatusActive,79.1,Success
3741,Northrop,"Vandenberg AFB, CA, USA",2006-06-04 01:13,Antares,StatusRetired,585.6,Success
3742,Arianespace,"Kennedy Space Center, FL, USA",1987-11-09 05:39,Starship,StatusActive,153.4,Success
3743,SpaceX,"Tanegashima Space Center, Japan",1971-02-05 17:15,Antares,StatusActive,48.1,Failure
3744,ULA,"Jiuquan, China",2007-04-19 20:28,Ariane 5,StatusRetired,,Success
3745,SpaceX,"Plesetsk Cosmodrome, Russia",1979-07-15 11:10,Long March 3B,StatusRetired,,Success
3746,Boeing,"Wenchang, China",1980-08-08 05:02,Proton-M,StatusActive,338.3,Failure
3747,Arianespace,"Satish Dhawan Space Centre, India",2000-03-06 13:59,Starship,StatusRetired,,Failure
3748,CASC,"Cape Canaveral, FL, USA",1969-09-18 01:31,Soyuz,StatusRetired,938.9,Failure
3749,Roscosmos,"Guiana Space Centre, French Guiana",1978-02-19 10:21,H-IIA,StatusActive,,Prelaunch Failure
3750,Arianespace,"Guiana Space Centre, French Guiana",1999-08-24 02:49,PSLV,StatusRetired,,Success
3751,CASC,"Tanegashima Space Center, Japan",1993-08-15 00:23,Delta II,StatusRetired,1085.6,Failure
3752,ISRO,"Tanegashima Space Center, Japan",2017-04-26 00:43,PSLV,StatusActive,,Success
3753,SpaceX,"Satish Dhawan Space Centre, India",1989-01-07 14:36,Delta II,StatusRetired,33.1,Success
3754,SpaceX,"Jiuquan, China",2012-01-10 05:47,Long March 3B,StatusRetired,258.0,Success
3755,CASC,"Baikonur Cosmodrome, Kazakhstan",1959-02-06 11:11,Vega,StatusRetired,116.3,Failure
3756,CASC,"Tanegashima Space Center, Japan",2019-12-14 02:29,Long March 3B,StatusActive,199.8,Success
3757,Roscosmos,"Kennedy Space Center, FL, USA",2010-09-17 22:01,Soyuz,StatusRetired,,Success
3758,CASC,"Tanegashima Space Center, Japan",1975-02-09 06:33,Ariane 5,StatusActive,,Success
3759,ISRO,"Plesetsk Cosmodrome, Russia",1979-02-19 20:38,Vulcan,StatusRetired,,Failure
3760,SpaceX,"Kennedy Space Center, FL, USA",1985-06-05 10:42,New Glenn,StatusActive,,Failure
3761,CASC,"Baikonur Cosmodrome, Kazakhstan",1986-07-23 13:02,Atlas V,StatusRetired,364.1,Success
3762,CASC,"Plesetsk Cosmodrome, Russia",1995-07-07 13:31,Antares,StatusRetired,68.5,Success
3763,Roscosmos,"Plesetsk Cosmodrome, Russia",2000-09-19 10:35,Delta II,StatusActive,787.6,Success
3764,Rocket Lab,"Satish Dhawan Space Centre, India",2003-06-20 16:47,Ariane 5,StatusActive,,Success
3765,ULA,"Tanegashima Space Center, Japan",1981-08-26 02:56,Delta II,StatusActive,246.4,Success
3766,Virgin Orbit,"Vandenberg AFB, CA, USA",2020-11-07 09:52,Atlas V,StatusActive,,Success
3767,CASC,"Kennedy Space Center, FL, USA",1993-06-24 14:39,New Glenn,StatusRetired,,Success
3768,SpaceX,"Cape Canaveral, FL, USA",2003-02-02 17:02,Vulcan,StatusRetired,222.6,Success
3769,SpaceX,"Vandenberg AFB, CA, USA",1964-01-25 06:09,Long March 3B,StatusRetired,852.6,Success
3770,CASC,"Wenchang, China",1998-05-23 19:08,Falcon 9,StatusRetired,722.3,Prelaunch Failure
3771,CASC,"Cape Canaveral, FL, USA",2014-09-16 13:54,Ariane 5,StatusRetired,212.4,Prelaunch Failure
3772,SpaceX,"Jiuquan, China",1972-08-13 13:10,Delta II,StatusActive,97.4,Success
3773,CASC,"Baikonur Cosmodrome, Kazakhstan",1964-04-08 00:35,Ariane 5,StatusActive,263.2,Success
3774,CASC,"Satish Dhawan Space Centre, India",1957-05-06 05:21,Ariane 5,StatusRetired,,Failure
3775,SpaceX,"Vandenberg AFB, CA, USA",2000-05-06 21:04,Antares,StatusRetired,,Success
3776,Arianespace,"Tanegashima Space Center, Japan",1961-06-09 02:01,Delta II,StatusRetired,100.8,Failure
3777,RVSN USSR,"Baikonur Cosmodrome, Kazakhstan",1959-03-04 02:08,Atlas V,StatusRetired,,Failure
3778,CASC,"Plesetsk Cosmodrome, Russia",1957-05-27 18:50,New Glenn,StatusRetired,116.8,Failure
3779,Boeing,"Kennedy Space Center, FL, USA",1960-02-11 16:17,Antares,StatusActive,,Partial Failure
3780,Roscosmos,"Wenchang, China",1996-10-05 10:11,Atlas V,StatusActive,,Failure
3781,CASC,"Satish Dhawan Space Centre, India",1991-01-25 02:17,Electron,StatusRetired,289.1,Prelaunch Failure
3782,Arianespace,"Plesetsk Cosmodrome, Russia",1988-11-17 23:37,Vulcan,StatusRetired,,Success
3783,CASC,"Baikonur Cosmodrome, Kazakhstan",2020-01-20 06:32,H-IIA,StatusActive,143.0,Success
3784,Roscosmos,"Kennedy Space Center, FL, USA",1998-10-07 05:17,Electron,StatusRetired,,Success
3785,CASC,"Wenchang, China",1990-07-27 12:21,H-IIA,StatusRetired,101.3,Success
3786,Arianespace,"Plesetsk Cosmodrome, Russia",1999-02-15 18:38,Antares,StatusRetired,698.9,Partial Failure
3787,SpaceX,"Wenchang, China",1981-04-25 18:08,Long March 3B,StatusActive,937.2,Partial Failure
3788,RVSN USSR,"Baikonur Cosmodrome, Kazakhstan",1966-05-15 02:22,Proton-M,StatusRetired,109.6,Failure
3789,ULA,"Tanegashima Space Center, Japan",1977-07-14 11:51,Starship,StatusRetired,,Success
3790,Roscosmos,"Guiana Space Centre, French Guiana",2020-02-13 23:49,Ariane 5,StatusActive,93.3,Success
3791,ULA,"Jiuquan, China",2002-06-11 07:08,Ariane 5,StatusRetired,231.8,Success
3792,RVSN USSR,"Jiuquan, China",1995-01-28 12:39,Antares,StatusRetired,136.2,Failure
3793,Roscosmos,"Plesetsk Cosmodrome, Russia",1983-07-13 21:41,Vulcan,StatusRetired,,Failure
3794,ULA,"Plesetsk Cosmodrome, Russia",1983-09-26 16:06,Long March 3B,StatusActive,,Success
3795,RVSN USSR,"Jiuquan, China",1958-05-22 16:54,Soyuz,StatusRetired,,Failure
3796,Boeing,"Vandenberg AFB, CA, USA",1997-05-28 17:23,Vulcan,StatusActive,,Success
3797,SpaceX,"Tanegashima Space Center, Japan",2004-04-24 01:34,Long March 3B,StatusRetired,,Partial Failure
3798,SpaceX,"Jiuquan, China",1969-03-09 18:32,Starship,StatusRetired,,Success
3799,ISRO,"Jiuquan, China",1965-09-10 20:52,Proton-M,StatusRetired,79.6,Failure
3800,ESA,"Kennedy Space Center, FL, USA",2008-05-04 09:52,Long March 3B,StatusRetired,115.5,Failure
3801,Roscosmos,"Plesetsk Cosmodrome, Russia",1992-08-17 13:44,Starship,StatusRetired,,Success
3802,Roscosmos,"Wenchang, China",1978-09-14 08:37,Electron,StatusRetired,73.7,Partial Failure
3803,Roscosmos,"Kennedy Space Center, FL, USA",1998-05-24 05:50,Vulcan,StatusRetired,74.1,Failure
3804,CASC,"Plesetsk Cosmodrome, Russia",1982-10-18 20:41,Soyuz,StatusActive,205.8,Success
3805,Northrop,"Jiuquan, China",2014-09-11 22:34,Atlas V,StatusActive,64.5,Success
3806,SpaceX,"Satish Dhawan Space Centre, India",2010-02-16 17:52,Antares,StatusActive,338.6,Success
3807,Rocket Lab,"Guiana Space Centre, French Guiana",1968-09-01 18:04,Ariane 5,StatusRetired,468.3,Failure
3808,JAXA,"Plesetsk Cosmodrome, Russia",1973-11-07 10:09,Vulcan,StatusRetired,48.1,Failure
3809,Roscosmos,"Guiana Space Centre, French Guiana",1970-04-28 16:35,Proton-M,StatusRetired,40.2,Failure
3810,CASC,"Cape Canaveral, FL, USA",1970-06-10 20:17,Falcon 9,StatusActive,86.8,Success
3811,SpaceX,"Tanegashima Space Center, Japan",2013-06-09 17:00,New Glenn,StatusRetired,99.4,Success
3812,CASC,"Jiuquan, China",1990-06-27 13:07,H-IIA,StatusActive,,Success
3813,Northrop,"Wenchang, China",2009-02-28 01:50,Vega,StatusRetired,141.1,Success
3814,Roscosmos,"Vandenberg AFB, CA, USA",2013-07-28 14:59,Long March 3B,StatusActive,225.8,Success
3815,CASC,"Wenchang, China",1976-06-25 01:35,New Glenn,StatusActive,225.4,Failure
3816,Roscosmos,"Kennedy Space Center, FL, USA",1967-11-03 00:50,Electron,StatusRetired,,Success
3817,ISRO,"Guiana Space Centre, French Guiana",1972-01-22 20:41,Delta II,StatusActive,115.5,Failure
3818,SpaceX,"Kennedy Space Center, FL, USA",2007-02-23 00:31,Atlas V,StatusRetired,,Success
3819,ULA,"Satish Dhawan Space Centre, India",1987-07-14 19:53,New Glenn,StatusRetired,216.5,Partial Failure
3820,JAXA,"Cape Canaveral, FL, USA",2011-01-26 14:35,Ariane 5,StatusRetired,,Success
3821,Roscosmos,"Wenchang, China",1962-01-25 06:29,Vega,StatusRetired,81.9,Success
3822,Northrop,"Wenchang, China",2012-01-15 06:21,Antares,StatusActive,,Success
3823,ULA,"Satish Dhawan Space Centre, India",1975-08-02 17:44,Starship,StatusRetired,,Failure
3824,Blue Origin,"Jiuquan, China",1993-04-24 09:55,Delta II,StatusRetired,,Success
3825,SpaceX,"Plesetsk Cosmodrome, Russia",2014-04-14 07:26,Soyuz,StatusRetired,,Success
3826,ULA,"Guiana Space Centre, French Guiana",1960-02-16 09:13,Vulcan,StatusActive,36.9,Success
3827,SpaceX,"Guiana Space Centre, French Guiana",2003-11-07 13:58,Starship,StatusRetired,,Success
3828,SpaceX,"Tanegashima Space Center, Japan",2017-11-04 19:53,Long March 3B,StatusActive,107.8,Success
3829,CASC,"Tanegashima Space Center, Japan",1960-11-18 10:05,Starship,StatusActive,,Failure
3830,SpaceX,"Tanegashima Space Center, Japan",1976-01-24 20:32,H-IIA,StatusActive,55.8,Partial Failure
3831,Rocket Lab,"Guiana Space Centre, French Guiana",1966-12-27 18:38,H-IIA,StatusActive,,Partial Failure
3832,MHI,"Plesetsk Cosmodrome, Russia",1980-10-05 23:17,Falcon 9,StatusActive,297.4,Success
3833,CASC,"Jiuquan, China",2010-09-06 02:51,Vega,StatusActive,59.4,Failure
3834,Roscosmos,"Cape Canaveral, FL, USA",1991-07-27 10:36,H-IIA,StatusRetired,60.7,Success
3835,Roscosmos,"Cape Canaveral, FL, USA",1982-04-07 18:52,Electron,StatusActive,90.4,Success
3836,ISRO,"Satish Dhawan Space Centre, India",1993-12-15 23:55,Soyuz,StatusActive,36.6,Failure
3837,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1994-06-26 01:21,Vega,StatusRetired,,Success
3838,SpaceX,"Vandenberg AFB, CA, USA",1977-02-01 03:56,Vega,StatusActive,317.0,Success
3839,JAXA,"Plesetsk Cosmodrome, Russia",2010-07-24 09:01,Vulcan,StatusActive,35.4,Success
3840,JAXA,"Baikonur Cosmodrome, Kazakhstan",1996-02-04 07:32,H-IIA,StatusRetired,358.2,Success
3841,ULA,"Kennedy Space Center, FL, USA",1995-10-25 05:42,Antares,StatusActive,,Success
3842,RVSN USSR,"Tanegashima Space Center, Japan",1977-08-01 09:44,Vega,StatusActive,8.7,Failure
3843,RVSN USSR,"Kennedy Space Center, FL, USA",1966-08-11 00:33,Ariane 5,StatusRetired,49.2,Failure
3844,Roscosmos,"Cape Canaveral, FL, USA",1994-01-18 02:08,Falcon 9,StatusRetired,80.9,Success
3845,Roscosmos,"Vandenberg AFB, CA, USA",2002-08-14 04:41,H-IIA,StatusRetired,262.0,Success
3846,Blue Origin,"Baikonur Cosmodrome, Kazakhstan",1960-02-22 09:11,Antares,StatusRetired,230.0,Partial Failure
3847,Arianespace,"Wenchang, China",2016-06-11 17:57,Ariane 5,StatusRetired,58.9,Success
3848,CASC,"Jiuquan, China",2013-01-10 20:20,Starship,StatusRetired,753.4,Success
3849,Arianespace,"Vandenberg AFB, CA, USA",2001-05-27 00:02,Falcon 9,StatusActive,73.7,Failure
3850,RVSN USSR,"Guiana Space Centre, French Guiana",1976-11-17 04:24,Starship,StatusRetired,64.4,Success
3851,JAXA,"Vandenberg AFB, CA, USA",1973-07-04 16:07,Atlas V,StatusActive,46.5,Success
3852,SpaceX,"Satish Dhawan Space Centre, India",2011-10-24 16:08,Vulcan,StatusRetired,,Success
3853,Virgin Orbit,"Guiana Space Centre, French Guiana",1963-01-15 05:48,Falcon 9,StatusRetired,366.6,Failure
3854,Boeing,"Baikonur Cosmodrome, Kazakhstan",1960-02-26 07:20,Vulcan,StatusRetired,60.3,Success
3855,ESA,"Kennedy Space Center, FL, USA",1985-07-16 06:06,PSLV,StatusRetired,,Success
